Return ID,Size,Gender,Item Code,Item Description,Return Description,Brand,Return Type,Date logged,City,Area Code,Origin,Stage,Sub Status,Returned Successfully,Satisfaction,Within SLA,Closed date
861,S,Women,Prod013,Vans - Hoodie,The hoodie is not the style I expected at all.,Vans,Incorrect Fitting,01/09/2019,Birmingham,B28 0TB ,Web,Stage 1,Closed,TRUE,3,TRUE,16/09/2019
862,L,Mixed,Prod014,DC - Womens Skate Shoes,The shoes are great but are just not the right style.,DC,Quality of Product,01/10/2019,Birmingham,B17 0ED ,Phone,Stage 2,Acknowledged,FALSE,3,TRUE,16/10/2019
863,L,Men,Prod015,Vans - Unisex Checked Shoes,These are registered as unisex but are definitly far more masculine than feminine.,Vans,Incorrect Fitting,01/11/2019,Birmingham,B15 3SS ,Phone,Stage 3,In Progress,FALSE,0,FALSE,01/12/2019
864,XL,Women,Prod002,Santa Cruz - Branded Womens Shirt,Your customer service was just inexcusibly terrible. I cant use ths product in good conscience.,Santa Cruz,Quality of Product,01/12/2019,Birmingham,B26 3PP ,Chat,Completed,Decision Pending,FALSE,7,TRUE,16/12/2019
865,XXL,Mixed,Prod001,Blind - Branded mens Skate Shirt,The item just didn’t fit correctly and I need to exchange for a new one.,Blind,Incorrect Fitting,01/01/2019,Birmingham,B28 0TE ,Social,Stage 1,Decision Pending,FALSE,8,TRUE,16/01/2019
866,S,Men,Prod002,Santa Cruz - Branded Womens Shirt,The product was not stitched together correctly and I'd like to exchange.,Santa Cruz,Quality of Product,01/02/2019,Birmingham,B28 0TF ,In Store,Stage 2,Decision Pending,FALSE,2,FALSE,02/05/2019
867,M,Women,Prod003,World Industries - Branded Hoodie,The item was far too smal. I think the size guide is incorrect.,World Industries,Quality of Product,01/03/2019,Birmingham,B17 0EE ,Phone,Stage 3,Rejected,TRUE,3,TRUE,16/03/2019
868,L,Mixed,Prod004,GAP - Mens jeans,The hems keep breaking and the belt loops do nto fit any belt.,GAP,Quality of Product,01/04/2019,Birmingham,B15 3ST ,Letter,Completed,Closed,FALSE,1,FALSE,31/05/2019
869,XL,Men,Prod005,Puma - Womens Runing Leggings,The product is far too big and the waist is unreasonably small.,Puma,General Return,01/05/2019,Birmingham,B26 3PX ,Phone,Stage 1,Acknowledged,FALSE,0,FALSE,30/06/2019
870,XXL,Women,Prod006,Stussy - Fitted T Shirt,The stitched logo keeps loosing threads and is coming apart.,Stussy,Unexpected Issue,01/06/2019,Birmingham,B8 1AQ,In Store,Stage 2,In Progress,FALSE,10,TRUE,16/06/2019
871,S,Mixed,Prod007,Street Fashion - Black Cargo Trousers,Pockets have huge holes in them.,Street Fashion,Incorrect Fitting,01/07/2019,Birmingham,B28 0TG,Web,Stage 3,Decision Pending,FALSE,1,TRUE,16/07/2019
872,M,Men,Prod008,Tattoo - Branded Skate Dress,Print on the item is cracking badley.,Tattoo,Quality of Product,01/07/2019,Birmingham,B28 8TD ,Phone,Completed,Decision Pending,FALSE,3,FALSE,30/08/2019
873,L,Women,Prod009,Thrasher - T Shirt,I realised that the product whas not what I was looking for.,Thrasher,Unexpected Issue,01/09/2019,Birmingham,B15 3SX ,Letter,Stage 1,Upheld,FALSE,5,TRUE,16/09/2019
874,XL,Mixed,Prod010,Palm - Hawiaan Shirt,The product was delivered in triplicate for no reason.,Palm,Unexpected Issue,01/10/2019,Birmingham,B26 3PY ,Phone,Stage 2,Rejected,TRUE,1,TRUE,16/10/2019
875,L,Men,Prod011,JawBreaker - Alternative Dress,The dress is far too short and does not match the style guide.,JawBreaker,General Return,01/11/2019,Birmingham,B9 4ED ,In Store,Stage 3,Closed,TRUE,1,FALSE,30/01/2020
876,S,Women,Prod012,Keep Calm - Skate Hoodie,The sleeves on the hoodie are very badly stitched.,Keep Calm,General Return,01/12/2019,Birmingham,B28 8TE,Web,Completed,Acknowledged,FALSE,2,TRUE,16/12/2019
877,M,Mixed,Prod013,Vans - Hoodie,The hoodie is not the style I expected at all.,Vans,Customer Service Failure,01/01/2019,Birmingham,B17 0EF ,Phone,Stage 1,In Progress,FALSE,4,TRUE,16/01/2019
878,L,Men,Prod014,DC - Womens Skate Shoes,The shoes are great but are just not the right style.,DC,Incorrect Fitting,01/02/2019,Birmingham,B28 8SE ,Phone,Stage 2,Decision Pending,FALSE,6,FALSE,02/05/2019
879,XL,Women,Prod015,Vans - Unisex Checked Shoes,These are registered as unisex but are definitly far more masculine than feminine.,Vans,General Return,01/03/2019,Birmingham,B26 3YU,In Store,Stage 3,Decision Pending,FALSE,8,TRUE,16/03/2019
880,XXL,Mixed,Prod002,Santa Cruz - Branded Womens Shirt,Your customer service was just inexcusibly terrible. I cant use ths product in good conscience.,Santa Cruz,Incorrect Fitting,01/04/2019,Birmingham,B9 4EE,Social,Completed,Upheld,FALSE,10,TRUE,16/04/2019
881,S,Men,Prod001,Blind - Branded mens Skate Shirt,The item just didn’t fit correctly and I need to exchange for a new one.,Blind,Incorrect Fitting,01/05/2019,Birmingham,B28 8SF ,Phone,Stage 1,Rejected,TRUE,2,TRUE,16/05/2019
882,M,Women,Prod002,Santa Cruz - Branded Womens Shirt,The product was not stitched together correctly and I'd like to exchange.,Santa Cruz,Quality of Product,01/06/2019,Birmingham,B17 0EG ,Phone,Stage 2,Closed,TRUE,3,TRUE,16/06/2019
883,L,Mixed,Prod003,World Industries - Branded Hoodie,The item was far too smal. I think the size guide is incorrect.,World Industries,Incorrect Fitting,01/07/2019,Birmingham,B28 8SG ,In Store,Stage 3,Acknowledged,FALSE,7,TRUE,16/07/2019
884,XL,Men,Prod004,GAP - Mens jeans,The hems keep breaking and the belt loops do nto fit any belt.,GAP,Quality of Product,01/08/2019,Birmingham,B26 3JY ,Phone,Completed,In Progress,FALSE,1,FALSE,30/09/2019
885,XXL,Women,Prod005,Puma - Womens Runing Leggings,The product is far too big and the waist is unreasonably small.,Puma,Incorrect Fitting,01/09/2019,Birmingham,B12 0SH,Phone,Stage 1,Decision Pending,FALSE,8,TRUE,16/09/2019
886,S,Mixed,Prod006,Stussy - Fitted T Shirt,The stitched logo keeps loosing threads and is coming apart.,Stussy,Quality of Product,01/10/2019,Birmingham,B28 8SQ,Web,Stage 2,Decision Pending,FALSE,2,TRUE,16/10/2019
887,M,Men,Prod007,Street Fashion - Black Cargo Trousers,Pockets have huge holes in them.,Street Fashion,Quality of Product,01/11/2019,Birmingham,B28 8HT ,In Store,Stage 3,Decision Pending,FALSE,4,FALSE,01/12/2019
888,L,Women,Prod008,Tattoo - Branded Skate Dress,Print on the item is cracking badley.,Tattoo,Quality of Product,01/12/2019,Birmingham,B15 3SZ ,Letter,Completed,Rejected,TRUE,2,TRUE,16/12/2019
889,L,Mixed,Prod009,Thrasher - T Shirt,I realised that the product whas not what I was looking for.,Thrasher,General Return,01/01/2019,Birmingham,B26 3LA ,Chat,Stage 1,Closed,TRUE,8,TRUE,16/01/2019
890,XXL,Men,Prod010,Palm - Hawiaan Shirt,The product was delivered in triplicate for no reason.,Palm,Unexpected Issue,01/02/2019,Birmingham,B28 8HU ,Phone,Stage 2,Acknowledged,FALSE,1,FALSE,02/05/2019
891,S,Women,Prod011,JawBreaker - Alternative Dress,The dress is far too short and does not match the style guide.,JawBreaker,Incorrect Fitting,01/03/2019,Birmingham,B28 8JA ,Web,Stage 3,In Progress,FALSE,1,TRUE,16/03/2019
892,M,Mixed,Prod012,Keep Calm - Skate Hoodie,The sleeves on the hoodie are very badly stitched.,Keep Calm,Quality of Product,01/04/2019,Birmingham,B28 8JD ,In Store,Completed,Decision Pending,FALSE,3,TRUE,16/04/2019
893,L,Men,Prod013,Vans - Hoodie,The hoodie is not the style I expected at all.,Vans,Unexpected Issue,01/05/2019,Birmingham,B28 8JE ,Letter,Stage 1,Decision Pending,FALSE,1,FALSE,30/07/2019
894,XL,Women,Prod014,DC - Womens Skate Shoes,The shoes are great but are just not the right style.,DC,Unexpected Issue,01/06/2019,Birmingham,B26 3LE,Phone,Stage 2,Upheld,FALSE,7,TRUE,16/06/2019
895,XXL,Mixed,Prod015,Vans - Unisex Checked Shoes,These are registered as unisex but are definitly far more masculine than feminine.,Vans,Unexpected Issue,01/07/2019,Birmingham,B28 8JF ,Social,Stage 3,Rejected,TRUE,0,TRUE,16/07/2019
896,S,Men,Prod002,Santa Cruz - Branded Womens Shirt,Your customer service was just inexcusibly terrible. I cant use ths product in good conscience.,Santa Cruz,General Return,01/08/2019,Birmingham,B28 8JG ,Web,Completed,Closed,FALSE,1,FALSE,30/09/2019
897,M,Women,Prod001,Blind - Branded mens Skate Shirt,The item just didn’t fit correctly and I need to exchange for a new one.,Blind,Customer Service Failure,01/07/2019,Birmingham,B17 0EH ,Phone,Stage 1,Acknowledged,FALSE,4,TRUE,16/07/2019
898,L,Mixed,Prod002,Santa Cruz - Branded Womens Shirt,The product was not stitched together correctly and I'd like to exchange.,Santa Cruz,Incorrect Fitting,01/10/2019,Birmingham,B28 8JQ ,Phone,Stage 2,In Progress,FALSE,6,TRUE,16/10/2019
899,XL,Mixed,Prod003,World Industries - Branded Hoodie,The item was far too smal. I think the size guide is incorrect.,World Industries,General Return,01/11/2019,Birmingham,B26 3TU,Chat,Stage 3,Decision Pending,FALSE,1,FALSE,01/12/2019
900,XXL,Women,Prod004,GAP - Mens jeans,The hems keep breaking and the belt loops do nto fit any belt.,GAP,Incorrect Fitting,01/12/2019,Birmingham,B33 0RN ,Social,Completed,Decision Pending,FALSE,10,TRUE,16/12/2019
901,S,Mixed,Prod005,Puma - Womens Runing Leggings,The product is far too big and the waist is unreasonably small.,Puma,Incorrect Fitting,01/01/2019,Birmingham,B28 8PA ,In Store,Stage 1,Upheld,FALSE,1,TRUE,16/01/2019
902,M,Mixed,Prod006,Stussy - Fitted T Shirt,The stitched logo keeps loosing threads and is coming apart.,Stussy,Quality of Product,01/02/2019,Birmingham,B28 8PB ,In Store,Stage 2,Rejected,TRUE,3,TRUE,16/02/2019
903,L,Men,Prod015,Vans - Unisex Checked Shoes,These are registered as unisex but are definitly far more masculine than feminine.,Vans,General Return,01/03/2019,Birmingham,B15 3TA ,In Store,Stage 3,Closed,TRUE,5,TRUE,16/03/2019
904,XL,Women,Prod002,Santa Cruz - Branded Womens Shirt,Your customer service was just inexcusibly terrible. I cant use ths product in good conscience.,Santa Cruz,Quality of Product,01/04/2019,Birmingham,B26 3SZ,Chat,Completed,Acknowledged,FALSE,7,TRUE,16/04/2019
905,XXL,Men,Prod010,Palm - Hawiaan Shirt,The product was delivered in triplicate for no reason.,Palm,Incorrect Fitting,01/05/2019,Birmingham,B33 0RT ,Social,Stage 1,In Progress,FALSE,0,FALSE,30/07/2019
906,S,Women,Prod011,JawBreaker - Alternative Dress,The dress is far too short and does not match the style guide.,JawBreaker,Quality of Product,01/06/2019,Birmingham,B28 8PD ,Web,Stage 2,Decision Pending,FALSE,2,TRUE,16/06/2019
907,M,Mixed,Prod012,Keep Calm - Skate Hoodie,The sleeves on the hoodie are very badly stitched.,Keep Calm,Quality of Product,01/07/2019,Birmingham,B28 8PE ,Phone,Stage 3,Decision Pending,FALSE,4,TRUE,16/07/2019
908,L,Mixed,Prod013,Vans - Hoodie,The hoodie is not the style I expected at all.,Vans,Quality of Product,01/08/2019,Birmingham,B15 3TB,Letter,Completed,Upheld,FALSE,1,FALSE,30/09/2019
909,XL,Women,Prod013,Vans - Hoodie,The hoodie is not the style I expected at all.,Vans,General Return,01/09/2019,Birmingham,B26 3SX ,Phone,Stage 1,Decision Pending,FALSE,8,TRUE,16/09/2019
910,XXL,Mixed,Prod014,DC - Womens Skate Shoes,The shoes are great but are just not the right style.,DC,Unexpected Issue,01/10/2019,Birmingham,B33 0RU ,Social,Stage 2,Closed,TRUE,10,TRUE,16/10/2019
911,S,Men,Prod015,Vans - Unisex Checked Shoes,These are registered as unisex but are definitly far more masculine than feminine.,Vans,Incorrect Fitting,01/11/2019,Birmingham,B28 8PF,Web,Stage 3,Acknowledged,FALSE,1,FALSE,30/01/2020
912,M,Women,Prod002,Santa Cruz - Branded Womens Shirt,Your customer service was just inexcusibly terrible. I cant use ths product in good conscience.,Santa Cruz,Quality of Product,01/12/2019,Birmingham,B17 0EP ,In Store,Completed,In Progress,FALSE,7,TRUE,16/12/2019
913,L,Mixed,Prod001,Blind - Branded mens Skate Shirt,The item just didn’t fit correctly and I need to exchange for a new one.,Blind,Unexpected Issue,01/01/2019,Birmingham,B28 0PF,Letter,Stage 1,Decision Pending,FALSE,5,TRUE,16/01/2019
914,XL,Men,Prod002,Santa Cruz - Branded Womens Shirt,The product was not stitched together correctly and I'd like to exchange.,Santa Cruz,Unexpected Issue,01/07/2019,Birmingham,B26 3SY,In Store,Stage 2,Decision Pending,FALSE,7,FALSE,29/09/2019
915,XXL,Women,Prod003,World Industries - Branded Hoodie,The item was far too smal. I think the size guide is incorrect.,World Industries,Unexpected Issue,01/03/2019,Birmingham,B33 0SA,Social,Stage 3,Upheld,FALSE,8,TRUE,16/03/2019
916,L,Mixed,Prod004,GAP - Mens jeans,The hems keep breaking and the belt loops do nto fit any belt.,GAP,General Return,01/04/2019,Birmingham,B28 8SH ,Phone,Completed,Rejected,TRUE,2,TRUE,16/04/2019
917,M,Men,Prod005,Puma - Womens Runing Leggings,The product is far too big and the waist is unreasonably small.,Puma,Customer Service Failure,01/05/2019,Birmingham,B17 0ES,Phone,Stage 1,Closed,TRUE,1,FALSE,30/06/2019
918,L,Women,Prod006,Stussy - Fitted T Shirt,The stitched logo keeps loosing threads and is coming apart.,Stussy,Incorrect Fitting,01/07/2019,Birmingham,B15 3TE ,Letter,Stage 2,Acknowledged,FALSE,6,TRUE,16/07/2019
919,XL,Mixed,Prod007,Street Fashion - Black Cargo Trousers,Pockets have huge holes in them.,Street Fashion,General Return,01/07/2019,Birmingham,B26 3LB,Chat,Stage 3,In Progress,FALSE,8,TRUE,16/07/2019
920,XXL,Men,Prod008,Tattoo - Branded Skate Dress,Print on the item is cracking badley.,Tattoo,Incorrect Fitting,01/08/2019,Birmingham,B28 8SJ ,Social,Completed,Decision Pending,FALSE,10,FALSE,30/09/2019
921,S,Women,Prod009,Thrasher - T Shirt,I realised that the product whas not what I was looking for.,Thrasher,Incorrect Fitting,01/09/2019,Birmingham,B28 8SL ,In Store,Stage 1,Decision Pending,FALSE,1,TRUE,16/09/2019
922,M,Mixed,Prod010,Palm - Hawiaan Shirt,The product was delivered in triplicate for no reason.,Palm,Quality of Product,01/10/2019,Birmingham,B17 0HU,Phone,Stage 2,Upheld,FALSE,3,TRUE,16/10/2019
923,L,Men,Prod011,JawBreaker - Alternative Dress,The dress is far too short and does not match the style guide.,JawBreaker,Incorrect Fitting,01/11/2019,Birmingham,B15 3TF,Letter,Stage 3,Rejected,TRUE,1,TRUE,16/11/2019
924,XL,Women,Prod012,Keep Calm - Skate Hoodie,The sleeves on the hoodie are very badly stitched.,Keep Calm,Quality of Product,01/12/2019,Birmingham,B26 1BN,In Store,Completed,Closed,FALSE,1,FALSE,30/01/2020
925,XXL,Mixed,Prod013,Vans - Hoodie,The hoodie is not the style I expected at all.,Vans,Incorrect Fitting,01/07/2019,Birmingham,B13 9YF,Social,Stage 1,Acknowledged,FALSE,7,TRUE,16/07/2019
926,S,Men,Prod014,DC - Womens Skate Shoes,The shoes are great but are just not the right style.,DC,Quality of Product,01/02/2019,Birmingham,B28 8SN ,Web,Stage 2,In Progress,FALSE,1,FALSE,02/05/2019
927,M,Women,Prod015,Vans - Unisex Checked Shoes,These are registered as unisex but are definitly far more masculine than feminine.,Vans,Quality of Product,01/03/2019,Birmingham,B17 9AL ,Phone,Stage 3,Decision Pending,FALSE,4,TRUE,16/03/2019
928,L,Mixed,Prod002,Santa Cruz - Branded Womens Shirt,Your customer service was just inexcusibly terrible. I cant use ths product in good conscience.,Santa Cruz,Quality of Product,01/04/2019,Birmingham,B28 8SP ,In Store,Completed,Decision Pending,FALSE,6,TRUE,16/04/2019
929,XL,Men,Prod001,Blind - Branded mens Skate Shirt,The item just didn’t fit correctly and I need to exchange for a new one.,Blind,General Return,01/05/2019,Birmingham,B26 2QJ,Chat,Stage 1,Upheld,FALSE,1,FALSE,30/06/2019
930,XXL,Women,Prod002,Santa Cruz - Branded Womens Shirt,The product was not stitched together correctly and I'd like to exchange.,Santa Cruz,Unexpected Issue,01/07/2019,Birmingham,B11 4JL ,Social,Stage 2,Rejected,TRUE,0,TRUE,16/07/2019
931,S,Mixed,Prod003,World Industries - Branded Hoodie,The item was far too smal. I think the size guide is incorrect.,World Industries,Incorrect Fitting,01/07/2019,Birmingham,B28 8ST ,Web,Stage 3,Closed,TRUE,1,TRUE,16/07/2019
932,M,Men,Prod004,GAP - Mens jeans,The hems keep breaking and the belt loops do nto fit any belt.,GAP,Quality of Product,01/08/2019,Birmingham,B17 9AN,Phone,Completed,Acknowledged,FALSE,1,FALSE,15/09/2019
933,L,Women,Prod005,Puma - Womens Runing Leggings,The product is far too big and the waist is unreasonably small.,Puma,Unexpected Issue,01/09/2019,Birmingham,B16 0PT,In Store,Stage 1,Decision Pending,FALSE,5,TRUE,16/09/2019
934,XL,Mixed,Prod006,Stussy - Fitted T Shirt,The stitched logo keeps loosing threads and is coming apart.,Stussy,Unexpected Issue,01/10/2019,Birmingham,B26 3TH ,Chat,Stage 2,Decision Pending,FALSE,7,TRUE,16/10/2019
935,XXL,Men,Prod007,Street Fashion - Black Cargo Trousers,Pockets have huge holes in them.,Street Fashion,Unexpected Issue,01/11/2019,Birmingham,B11 4JN,Social,Stage 3,Decision Pending,FALSE,1,FALSE,01/12/2019
936,S,Women,Prod008,Tattoo - Branded Skate Dress,Print on the item is cracking badley.,Tattoo,General Return,01/12/2019,Birmingham,B28 8SU ,Web,Completed,Upheld,FALSE,2,TRUE,16/12/2019
937,M,Mixed,Prod009,Thrasher - T Shirt,I realised that the product whas not what I was looking for.,Thrasher,Customer Service Failure,01/01/2019,Birmingham,B28 8SW ,Phone,Stage 1,Rejected,TRUE,1,TRUE,16/01/2019
938,L,Men,Prod010,Palm - Hawiaan Shirt,The product was delivered in triplicate for no reason.,Palm,Incorrect Fitting,01/02/2019,Birmingham,B28 8SW ,Letter,Stage 2,Closed,TRUE,1,FALSE,02/05/2019
939,XL,Women,Prod011,JawBreaker - Alternative Dress,The dress is far too short and does not match the style guide.,JawBreaker,General Return,01/03/2019,Birmingham,B26 3TP ,Chat,Stage 3,Acknowledged,FALSE,8,TRUE,16/03/2019
940,L,Mixed,Prod012,Keep Calm - Skate Hoodie,The sleeves on the hoodie are very badly stitched.,Keep Calm,General Return,01/07/2019,Birmingham,B31 4AU,In Store,Stage 2,In Progress,FALSE,10,TRUE,16/07/2019
941,S,Mixed,Prod013,Vans - Hoodie,The hoodie is not the style I expected at all.,Vans,Incorrect Fitting,01/05/2019,Birmingham,B28 8SX ,In Store,Stage 1,Decision Pending,FALSE,1,FALSE,30/07/2019
942,M,Women,Prod014,DC - Womens Skate Shoes,The shoes are great but are just not the right style.,DC,Quality of Product,01/06/2019,Birmingham,B17 0QT,Phone,Stage 2,Decision Pending,FALSE,3,TRUE,16/06/2019
943,L,Men,Prod015,Vans - Unisex Checked Shoes,These are registered as unisex but are definitly far more masculine than feminine.,Vans,Incorrect Fitting,01/07/2019,Birmingham,B15 1TP,Phone,Stage 3,Upheld,FALSE,5,TRUE,16/07/2019
944,XL,Women,Prod002,Santa Cruz - Branded Womens Shirt,Your customer service was just inexcusibly terrible. I cant use ths product in good conscience.,Santa Cruz,Quality of Product,01/08/2019,Birmingham,B26 3TS ,Chat,Completed,Rejected,TRUE,2,TRUE,16/08/2019
945,XXL,Men,Prod010,Palm - Hawiaan Shirt,The product was delivered in triplicate for no reason.,Palm,Incorrect Fitting,01/09/2019,Birmingham,B24 0EP,Social,Stage 1,Closed,TRUE,8,TRUE,16/09/2019
946,S,Women,Prod011,JawBreaker - Alternative Dress,The dress is far too short and does not match the style guide.,JawBreaker,Quality of Product,01/10/2019,Birmingham,B28 8SY ,In Store,Stage 2,Acknowledged,FALSE,2,TRUE,16/10/2019
947,M,Mixed,Prod012,Keep Calm - Skate Hoodie,The sleeves on the hoodie are very badly stitched.,Keep Calm,Quality of Product,01/11/2019,Birmingham,B28 8SZ ,Phone,Stage 3,In Progress,FALSE,1,FALSE,01/12/2019
948,L,Mixed,Prod013,Vans - Hoodie,The hoodie is not the style I expected at all.,Vans,Quality of Product,01/07/2019,Birmingham,B15 2QJ ,Letter,Completed,Decision Pending,FALSE,7,TRUE,16/07/2019
949,XL,Mixed,Prod005,Puma - Womens Runing Leggings,The product is far too big and the waist is unreasonably small.,Puma,General Return,01/01/2019,Birmingham,B26 3TT ,Chat,Stage 1,Decision Pending,FALSE,8,TRUE,16/01/2019
